userId,name,email,birthDate,isPremium,interests,totalSpent,createdAt
USR00001,Octavio Guerrero,octavio.guerrero678@hotmail.com,1994-01-19,false,jardín|hogar|belleza,13626.17,2020-08-05
USR00002,Luis Martínez,luis.martinez170@gmail.com,1986-01-10,false,oficina|juguetes|fotografía|electrónica,10496.01,2022-01-20
USR00003,Mauricio Herrera,mauricio.herrera506@gmail.com,1969-02-05,false,deportes|moda|jardín|fitness|cocina,14428.67,2025-06-14
USR00004,Fernanda Rodríguez,fernanda.rodriguez784@icloud.com,1994-03-24,false,juguetes|moda|música|mascotas,13741.09,2021-01-13
USR00005,Fernanda Gutiérrez,fernanda.gutierrez651@yahoo.com,1995-01-23,true,deportes|mascotas|arte|jardín|fitness,12866.0,2022-09-12
USR00006,Javier Espinoza,javier.espinoza508@gmail.com,1979-02-10,false,cine|belleza|moda|electrónica,4849.11,2023-07-14
USR00007,Mauricio García,mauricio.garcia674@icloud.com,1998-12-07,false,jardín|moda|viajes|automóviles|arte,9381.13,2019-07-31
USR00008,Camila Reyes,camila.reyes563@gmail.com,1966-04-18,false,fotografía|electrónica|mascotas,10646.74,2022-06-26
USR00009,Verónica García,veronica.garcia566@proton.me,2002-04-30,false,deportes|gaming|hogar|electrónica|belleza,7475.63,2022-04-10
USR00010,Mauricio Figueroa,mauricio.figueroa280@outlook.com,1973-07-20,false,mascotas|oficina|gaming|electrónica|libros,12960.4,2022-02-05
USR00011,Adriana Navarro,adriana.navarro349@hotmail.com,1985-01-12,false,tecnología|fotografía|juguetes|mascotas,5176.86,2025-03-10
USR00012,César Herrera,cesar.herrera387@outlook.com,1966-12-17,false,fitness|viajes|gaming|cine|belleza,11170.58,2023-04-11
USR00013,Pablo Ibáñez,pablo.ibañez812@icloud.com,1991-06-23,false,mascotas|moda|libros,13045.5,2023-12-09
USR00014,Miguel Fuentes,miguel.fuentes933@outlook.com,2000-01-22,false,tecnología|libros|jardín|juguetes|deportes,5078.42,2023-06-17
USR00015,Luz Hernández,luz.hernandez873@icloud.com,1966-08-12,true,belleza|cine|fitness|mascotas,3521.55,2022-03-23
USR00016,Roberto Hernández,roberto.hernandez445@hotmail.com,1996-02-18,false,hogar|electrónica,13551.36,2019-07-08
USR00017,Alejandro Martínez,alejandro.martinez301@icloud.com,1983-06-27,false,arte|jardín|libros|gaming,2549.75,2019-11-20
USR00018,Mariana Moreno,mariana.moreno635@hotmail.com,1985-09-08,false,mascotas|juguetes|libros,6893.56,2019-02-08
USR00019,Patricia Vargas,patricia.vargas694@icloud.com,1978-06-03,false,deportes|electrónica|arte,10354.7,2024-02-15
USR00020,Gabriela Gómez,gabriela.gomez394@proton.me,1978-03-31,true,hogar|gaming|cine|arte|fotografía,14669.17,2023-06-10
USR00021,Paula García,paula.garcia580@yahoo.com,1999-10-19,false,oficina|mascotas,9105.97,2022-12-14
USR00022,Roberto Paredes,roberto.paredes195@outlook.com,1966-07-01,false,libros|hogar|moda|fotografía,10985.4,2020-01-05
USR00023,Ricardo Mendoza,ricardo.mendoza766@hotmail.com,1976-07-12,false,música|viajes|libros|arte|cocina,14510.76,2022-04-23
USR00024,Silvia Ruiz,silvia.ruiz824@hotmail.com,1998-10-31,false,electrónica|deportes,12902.11,2023-06-16
USR00025,Verónica Castillo,veronica.castillo93@yahoo.com,1995-03-08,false,tecnología|cocina|belleza|hogar|electrónica,8768.4,2023-03-02
USR00026,Miguel Rojas,miguel.rojas240@proton.me,2001-12-16,false,tecnología|belleza|fitness|gaming|deportes,13640.81,2022-05-22
USR00027,Luz Navarro,luz.navarro120@outlook.com,1970-03-18,true,moda|oficina|fotografía,3522.0,2025-01-10
USR00028,Diego Moreno,diego.moreno465@proton.me,1969-06-11,false,belleza|jardín|libros|juguetes,9234.78,2022-02-19
USR00029,José Espinoza,jose.espinoza380@yahoo.com,1969-06-16,false,electrónica|oficina|gaming,8166.99,2023-01-09
USR00030,Ana Romero,ana.romero283@proton.me,1974-07-08,true,hogar|electrónica|deportes,758.68,2022-09-28
USR00031,Daniela Ramírez,daniela.ramirez806@icloud.com,1974-09-09,false,deportes|belleza|viajes,4928.39,2020-08-27
USR00032,Rafael García,rafael.garcia284@hotmail.com,1969-12-07,true,libros|belleza|cocina,1977.05,2023-01-07
USR00033,Daniela Guerrero,daniela.guerrero332@gmail.com,1970-09-08,false,música|cocina,7891.28,2019-09-18
USR00034,Héctor Medina,hector.medina797@icloud.com,1974-12-09,true,automóviles|juguetes|hogar|electrónica,10908.64,2024-11-05
USR00035,Gabriela Aguilar,gabriela.aguilar659@outlook.com,1984-02-15,true,moda|mascotas,7354.03,2023-12-22
USR00036,Luis Hernández,luis.hernandez330@icloud.com,1993-05-26,false,deportes|libros|cocina,5713.57,2025-09-12
USR00037,Lorena Vargas,lorena.vargas465@outlook.com,1975-04-02,false,hogar|oficina|belleza|viajes|jardín,5083.97,2024-02-01
USR00038,Andrea Navarro,andrea.navarro748@yahoo.com,1994-11-02,false,fitness|jardín,5614.52,2020-09-17
USR00039,Beatriz Castro,beatriz.castro69@outlook.com,1969-05-02,false,deportes|oficina,12176.54,2025-03-28
USR00040,Ana Guerrero,ana.guerrero980@proton.me,1967-04-23,false,hogar|jardín|arte|juguetes,9006.15,2022-12-11
USR00041,Miguel Delgado,miguel.delgado520@gmail.com,1980-09-15,false,libros|mascotas|gaming,1723.28,2022-02-15
USR00042,Arturo Cruz,arturo.cruz827@hotmail.com,1977-04-05,false,belleza|oficina|tecnología|cocina|juguetes,13823.06,2022-12-08
USR00043,Carlos Rivera,carlos.rivera891@hotmail.com,1998-03-29,true,juguetes|cine|deportes,1376.37,2024-12-12
USR00044,Camila Moreno,camila.moreno430@icloud.com,1991-09-30,true,fitness|música|arte|fotografía|oficina,13250.13,2020-09-29
USR00045,Andrés Campos,andres.campos51@proton.me,1984-01-09,false,cocina|electrónica,9106.14,2023-08-24
USR00046,Paula Díaz,paula.diaz774@gmail.com,1977-09-15,false,arte|jardín,7904.01,2022-06-17
USR00047,José Cruz,jose.cruz405@yahoo.com,1974-06-23,false,tecnología|viajes,11462.41,2022-03-31
USR00048,Alejandro Sánchez,alejandro.sanchez8@icloud.com,1990-01-24,false,jardín|música|libros|cine|gaming,1081.13,2019-06-23
USR00049,Claudia Rodríguez,claudia.rodriguez471@outlook.com,1990-09-21,false,fitness|juguetes,10642.48,2023-09-07
USR00050,Ricardo Sánchez,ricardo.sanchez415@icloud.com,1985-08-22,false,fitness|música,1321.95,2020-03-09
USR00051,Daniela Gutiérrez,daniela.gutierrez604@hotmail.com,1979-12-10,false,automóviles|deportes|cine|fotografía|fitness,1145.69,2020-04-12
USR00052,Lorena Ríos,lorena.rios199@hotmail.com,1976-06-25,false,arte|libros|gaming|hogar,2602.49,2020-09-18
USR00053,César Salinas,cesar.salinas78@proton.me,1990-04-28,false,mascotas|electrónica|juguetes,12963.7,2022-07-18
USR00054,Valentina Medina,valentina.medina70@icloud.com,1968-04-30,false,electrónica|fotografía|cocina|moda|arte,6926.14,2019-06-04
USR00055,Ana Castillo,ana.castillo852@outlook.com,1991-01-13,true,deportes|oficina|automóviles|cine,6746.01,2025-05-30
USR00056,Luz Gómez,luz.gomez330@yahoo.com,1997-01-16,true,automóviles|libros|moda|electrónica|hogar,7568.24,2020-12-07
USR00057,José Morales,jose.morales725@yahoo.com,1977-09-09,false,electrónica|automóviles|juguetes|música|arte,6131.54,2022-10-17
USR00058,Beatriz Núñez,beatriz.nuñez54@yahoo.com,1976-04-21,false,deportes|fitness|hogar|cine,5000.43,2025-07-14
USR00059,Ernesto Torres,ernesto.torres939@yahoo.com,1990-01-27,false,fotografía|cine|libros|deportes,9652.4,2022-09-07
USR00060,Diego Ibáñez,diego.ibañez720@yahoo.com,1965-10-26,false,jardín|automóviles,4632.99,2021-05-27
USR00061,Natalia Vega,natalia.vega197@yahoo.com,2002-11-18,true,libros|oficina|deportes,7615.35,2025-01-19
USR00062,Silvia Fuentes,silvia.fuentes39@hotmail.com,1973-02-10,false,oficina|libros|cine|juguetes,10817.74,2019-06-28
USR00063,Javier Castillo,javier.castillo693@hotmail.com,1988-12-15,false,electrónica|fotografía|oficina,4642.02,2024-04-05
USR00064,Jorge Castillo,jorge.castillo695@hotmail.com,2001-08-23,false,electrónica|fotografía|cine|automóviles|jardín,12018.89,2020-07-20
USR00065,Fernando Martínez,fernando.martinez657@yahoo.com,1968-10-06,false,arte|belleza|hogar|automóviles|juguetes,4091.87,2024-10-03
USR00066,Valentina Gutiérrez,valentina.gutierrez94@outlook.com,1967-05-23,false,electrónica|arte|tecnología,7530.11,2021-08-23
USR00067,Pablo Hernández,pablo.hernandez384@proton.me,1994-02-26,false,tecnología|fitness|hogar,11870.71,2020-07-17
USR00068,José Vargas,jose.vargas940@gmail.com,1976-06-25,false,libros|mascotas|electrónica|tecnología|deportes,12524.45,2025-02-25
USR00069,Raúl Núñez,raul.nuñez541@gmail.com,1975-09-12,false,hogar|fotografía|gaming|juguetes|oficina,9584.28,2025-12-26
USR00070,Patricia González,patricia.gonzalez114@proton.me,1971-06-11,false,oficina|belleza|tecnología|automóviles|gaming,6438.58,2025-11-23
USR00071,Sergio Morales,sergio.morales585@icloud.com,1989-05-29,true,música|deportes|automóviles|arte|juguetes,5856.81,2024-04-09
USR00072,José Paredes,jose.paredes397@yahoo.com,1975-10-26,true,cocina|tecnología|arte|deportes,11572.52,2022-09-23
USR00073,Diego López,diego.lopez361@hotmail.com,1967-10-31,false,música|electrónica|mascotas|oficina,554.76,2021-04-05
USR00074,José Gómez,jose.gomez908@icloud.com,1982-11-12,false,fitness|fotografía,3799.71,2021-02-21
USR00075,Ricardo Álvarez,ricardo.alvarez883@gmail.com,2000-11-09,false,fitness|cocina,6554.27,2023-06-27
USR00076,Silvia Medina,silvia.medina917@icloud.com,1976-12-18,true,fitness|música|mascotas|belleza|arte,10906.22,2019-11-20
USR00077,Claudia Núñez,claudia.nuñez843@gmail.com,1968-08-04,false,belleza|fotografía|fitness,9913.79,2022-06-09
USR00078,Eduardo Núñez,eduardo.nuñez735@proton.me,1980-10-25,false,música|electrónica|arte|juguetes|moda,4118.33,2019-08-23
USR00079,Luis Ibáñez,luis.ibañez653@icloud.com,1995-06-02,false,arte|automóviles|música|tecnología|libros,521.98,2019-10-03
USR00080,Daniela Salinas,daniela.salinas376@proton.me,1985-03-08,false,cine|juguetes|moda|libros,5580.2,2019-11-11
USR00081,Arturo Ramírez,arturo.ramirez543@gmail.com,1966-03-01,false,cine|fitness|cocina|gaming,7485.66,2023-05-05
USR00082,Verónica Sánchez,veronica.sanchez269@hotmail.com,1970-07-03,false,electrónica|viajes|fotografía|mascotas,12792.39,2024-01-26
USR00083,Isabella Figueroa,isabella.figueroa456@proton.me,1967-11-30,false,fitness|arte,13369.98,2020-10-07
USR00084,Carmen Figueroa,carmen.figueroa950@gmail.com,1974-01-06,false,arte|automóviles|gaming,3551.04,2024-07-16
USR00085,María Castillo,maria.castillo568@gmail.com,1978-11-16,false,electrónica|belleza|libros|deportes,14993.93,2024-05-14
USR00086,Lorena Navarro,lorena.navarro788@outlook.com,1985-11-24,false,juguetes|deportes|libros|fitness|oficina,1925.02,2025-03-08
USR00087,Octavio Guerrero,octavio.guerrero187@gmail.com,1988-03-29,false,jardín|automóviles|moda,4561.87,2020-10-25
USR00088,Alejandro Figueroa,alejandro.figueroa231@hotmail.com,1993-06-27,false,automóviles|fotografía|deportes|cocina,1877.55,2022-05-25
USR00089,Mariana Herrera,mariana.herrera96@hotmail.com,1994-07-20,false,juguetes|oficina|libros,12637.95,2025-04-27
USR00090,José Rodríguez,jose.rodriguez84@proton.me,1974-06-16,false,juguetes|cocina,9271.63,2019-05-05
USR00091,Sandra Paredes,sandra.paredes559@yahoo.com,1985-05-06,true,fotografía|mascotas|gaming|cine,10329.2,2020-10-09
USR00092,Eduardo Navarro,eduardo.navarro496@proton.me,2003-08-12,false,viajes|fitness|libros|juguetes|automóviles,14630.61,2020-06-19
USR00093,César Castillo,cesar.castillo528@outlook.com,1970-07-01,false,fitness|gaming,6743.94,2020-07-31
USR00094,Miguel Martínez,miguel.martinez298@icloud.com,1997-05-07,false,oficina|jardín|gaming|música|fitness,2847.51,2020-10-14
USR00095,Sandra Ríos,sandra.rios479@icloud.com,1985-07-06,false,fotografía|mascotas|tecnología|deportes|cine,3227.17,2022-12-16
USR00096,Ana Martínez,ana.martinez289@outlook.com,1971-01-04,false,oficina|mascotas|fotografía|tecnología|hogar,10912.62,2023-07-10
USR00097,Monica López,monica.lopez411@hotmail.com,1981-04-06,false,juguetes|belleza,1102.98,2024-08-27
USR00098,Eduardo Muñoz,eduardo.muñoz287@outlook.com,1981-09-28,false,libros|hogar,8367.48,2023-02-06
USR00099,César Torres,cesar.torres204@proton.me,1979-12-10,false,automóviles|moda|juguetes|belleza|libros,7789.99,2020-09-02
USR00100,Rafael Ríos,rafael.rios144@icloud.com,1998-03-02,false,oficina|fitness|música|cine,8905.87,2024-09-08
USR00101,Mauricio Herrera,mauricio.herrera502@proton.me,1969-12-01,false,mascotas|tecnología|arte|fitness,8755.53,2019-04-20
USR00102,Rafael Castro,rafael.castro272@hotmail.com,1988-07-08,false,moda|juguetes|mascotas,2216.64,2021-09-19
USR00103,José Delgado,jose.delgado971@outlook.com,1979-01-27,false,viajes|tecnología,2271.47,2021-04-15
USR00104,Javier Ríos,javier.rios794@proton.me,1986-06-17,false,moda|libros|automóviles|viajes|fitness,4706.29,2020-12-10
USR00105,Patricia Herrera,patricia.herrera351@yahoo.com,1990-01-13,false,cocina|mascotas|viajes|gaming,3373.01,2022-05-04
USR00106,Adriana Vargas,adriana.vargas722@yahoo.com,1990-02-22,false,mascotas|fitness|oficina,4316.84,2025-06-06
USR00107,Beatriz Herrera,beatriz.herrera389@proton.me,1968-07-18,false,arte|libros|fotografía|moda|belleza,13860.14,2021-11-16
USR00108,Silvia Castro,silvia.castro220@proton.me,1977-03-09,false,belleza|cocina|oficina,1638.4,2025-07-31
USR00109,Daniela Morales,daniela.morales52@outlook.com,1979-10-26,false,gaming|moda|hogar,1508.17,2020-07-17
USR00110,Carlos Muñoz,carlos.muñoz952@proton.me,1973-12-12,false,jardín|mascotas|juguetes,4817.52,2019-08-31
USR00111,Adriana Hernández,adriana.hernandez668@outlook.com,2002-07-29,false,belleza|moda|música,14008.84,2019-05-29
USR00112,Andrea Vega,andrea.vega191@yahoo.com,1977-10-07,false,moda|tecnología|fotografía|hogar,14836.49,2025-02-03
USR00113,Lorena Vega,lorena.vega911@hotmail.com,2001-04-13,true,automóviles|electrónica|cocina,4960.26,2024-02-23
USR00114,Luz Ortiz,luz.ortiz736@icloud.com,1995-04-03,false,tecnología|fitness|fotografía,2632.42,2023-07-19
USR00115,Claudia Ríos,claudia.rios336@hotmail.com,1971-04-23,false,cine|hogar,4854.03,2021-10-13
USR00116,Carlos Ortiz,carlos.ortiz393@yahoo.com,1991-02-17,true,electrónica|cocina|fitness,3923.3,2023-01-12
USR00117,Hugo Morales,hugo.morales64@hotmail.com,1983-03-10,false,electrónica|fotografía,10354.36,2022-04-23
USR00118,Monica Campos,monica.campos227@outlook.com,1998-07-17,false,libros|mascotas|oficina,6237.68,2025-02-27
USR00119,Héctor Herrera,hector.herrera822@outlook.com,1988-09-10,false,gaming|deportes|automóviles,1171.54,2025-04-29
USR00120,Sofía Martínez,sofia.martinez849@hotmail.com,1979-09-20,false,juguetes|belleza|libros,1743.6,2021-04-21
USR00121,Carmen Guerrero,carmen.guerrero501@gmail.com,1985-05-05,false,automóviles|electrónica,7698.72,2024-02-15
USR00122,Arturo Martínez,arturo.martinez573@proton.me,1974-10-11,true,fotografía|tecnología|cine|cocina|juguetes,679.35,2022-11-12
USR00123,Hugo González,hugo.gonzalez555@gmail.com,1977-11-17,false,deportes|mascotas,2699.72,2020-07-08
USR00124,Adriana Salinas,adriana.salinas747@gmail.com,1995-08-17,false,arte|cine|electrónica|juguetes|automóviles,9803.01,2022-11-25
USR00125,Sofía Rivera,sofia.rivera551@yahoo.com,1985-10-08,false,automóviles|libros|gaming|tecnología|oficina,7979.0,2021-07-29
USR00126,Daniela Aguilar,daniela.aguilar355@gmail.com,2001-04-24,false,cocina|viajes|hogar,9223.85,2019-03-06
USR00127,Daniela Díaz,daniela.diaz69@outlook.com,1991-10-26,true,oficina|moda,3671.01,2019-07-01
USR00128,Andrea Medina,andrea.medina240@yahoo.com,1975-07-04,false,moda|libros|automóviles,8662.12,2022-08-06
USR00129,Daniela Jiménez,daniela.jimenez898@yahoo.com,1977-05-06,true,automóviles|gaming|jardín,8350.77,2025-08-20
USR00130,Silvia Rivera,silvia.rivera642@icloud.com,1979-04-20,false,belleza|mascotas|moda|arte|cine,6123.89,2022-05-13
USR00131,Pablo Rivera,pablo.rivera773@gmail.com,1990-03-25,false,gaming|oficina|fotografía|libros|electrónica,14516.79,2025-04-01
USR00132,Lorena Ramírez,lorena.ramirez398@proton.me,1968-07-19,false,cocina|viajes|fitness,12707.0,2020-01-14
USR00133,Iván Gómez,ivan.gomez53@icloud.com,1997-06-29,false,cine|moda|deportes|viajes,7190.91,2022-09-25
USR00134,Gabriela García,gabriela.garcia217@proton.me,1992-02-11,false,hogar|mascotas|gaming,5949.48,2021-09-07
USR00135,Verónica Mendoza,veronica.mendoza795@yahoo.com,1976-09-25,false,cine|electrónica|belleza|arte,7692.25,2024-07-29
USR00136,Patricia Pérez,patricia.perez823@gmail.com,1990-03-27,false,fitness|viajes|arte|oficina|jardín,11118.79,2019-03-08
USR00137,Fernando Muñoz,fernando.muñoz958@outlook.com,1990-07-24,false,fotografía|libros|viajes|fitness|gaming,7489.52,2022-10-14
USR00138,Fernando Vega,fernando.vega990@proton.me,1989-07-08,false,electrónica|música|arte|juguetes|libros,2760.72,2025-01-29
USR00139,Luz Martínez,luz.martinez537@gmail.com,1983-07-02,false,deportes|moda,12638.17,2021-08-05
USR00140,Luis Figueroa,luis.figueroa155@outlook.com,1981-09-28,true,viajes|automóviles,9267.53,2025-11-30
USR00141,Héctor Ibáñez,hector.ibañez500@icloud.com,1983-06-15,true,tecnología|belleza,250.89,2022-01-30
USR00142,Iván Vargas,ivan.vargas18@hotmail.com,1973-08-11,false,música|hogar|juguetes|automóviles|libros,12228.22,2021-12-30
USR00143,Andrea Hernández,andrea.hernandez383@proton.me,2002-02-22,true,electrónica|juguetes|gaming|belleza|fotografía,9806.04,2019-05-10
USR00144,Laura Romero,laura.romero389@gmail.com,1987-06-04,false,belleza|mascotas|moda|tecnología|música,9673.61,2022-09-18
USR00145,Arturo Pérez,arturo.perez917@proton.me,1990-06-05,false,gaming|viajes,4066.43,2019-11-01
USR00146,Beatriz Reyes,beatriz.reyes921@gmail.com,1974-04-18,false,música|fitness,11283.82,2023-06-20
USR00147,Luis Jiménez,luis.jimenez167@yahoo.com,1982-03-21,false,juguetes|cine|belleza,11857.47,2019-11-18
USR00148,Mauricio Álvarez,mauricio.alvarez55@gmail.com,1980-04-12,false,jardín|gaming,14533.81,2022-08-29
USR00149,María Paredes,maria.paredes280@hotmail.com,1995-06-29,false,mascotas|gaming|arte|cine|jardín,1285.41,2025-12-08
USR00150,Ricardo Morales,ricardo.morales731@hotmail.com,1982-01-17,false,deportes|cocina,11094.83,2022-07-21
USR00151,Monica Pérez,monica.perez94@yahoo.com,1999-02-25,false,fotografía|electrónica,1533.47,2019-12-24
USR00152,Isabella Gutiérrez,isabella.gutierrez460@icloud.com,1991-10-30,false,hogar|tecnología|deportes|arte|belleza,12955.77,2019-02-20
USR00153,Ricardo Navarro,ricardo.navarro398@icloud.com,1988-05-17,false,belleza|gaming,10279.74,2020-11-25
USR00154,Diego Reyes,diego.reyes309@outlook.com,1977-05-19,false,mascotas|libros|deportes|música,4496.28,2019-11-12
USR00155,Monica Ortiz,monica.ortiz967@gmail.com,1971-01-29,false,mascotas|viajes|electrónica,101.51,2023-06-09
USR00156,Natalia Campos,natalia.campos390@yahoo.com,1979-05-21,false,electrónica|fitness|jardín|libros,7185.15,2020-12-28
USR00157,Andrea Mendoza,andrea.mendoza299@outlook.com,1981-05-17,true,juguetes|gaming|fitness|cine|cocina,13981.01,2021-03-29
USR00158,Fernanda Herrera,fernanda.herrera185@outlook.com,2000-10-13,false,electrónica|viajes,12469.23,2019-10-11
USR00159,Javier Rojas,javier.rojas512@proton.me,1971-12-01,false,fotografía|gaming|cocina,11836.15,2019-10-30
USR00160,Eduardo Núñez,eduardo.nuñez491@proton.me,2001-06-09,true,belleza|automóviles|jardín|moda|arte,1640.54,2021-10-13
USR00161,Ernesto Ibáñez,ernesto.ibañez364@yahoo.com,2000-09-19,false,oficina|moda|cine,1589.17,2020-02-08
USR00162,Fernando Cruz,fernando.cruz523@outlook.com,1999-08-25,false,electrónica|arte|cine,5174.51,2019-04-11
USR00163,Héctor Pérez,hector.perez303@yahoo.com,1985-06-05,false,deportes|hogar|libros|arte|fotografía,7816.72,2022-11-27
USR00164,Héctor Pérez,hector.perez449@gmail.com,2003-02-03,false,fitness|deportes|fotografía|moda|hogar,9719.55,2020-11-04
USR00165,Silvia Morales,silvia.morales529@icloud.com,1984-02-16,false,belleza|música|fitness,3477.83,2023-07-18
USR00166,Octavio Rivera,octavio.rivera191@outlook.com,1965-03-14,false,cine|tecnología|viajes|electrónica|jardín,3086.77,2019-09-14
USR00167,Arturo Pérez,arturo.perez819@outlook.com,1970-02-11,false,arte|fitness|viajes,10060.52,2024-06-27
USR00168,Lorena Paredes,lorena.paredes321@outlook.com,1992-09-10,false,oficina|cine|hogar|arte|automóviles,12206.07,2022-05-03
USR00169,Mariana Guerrero,mariana.guerrero87@yahoo.com,1970-04-01,false,fitness|hogar|gaming,5599.59,2020-08-02
USR00170,Mauricio Moreno,mauricio.moreno429@hotmail.com,1986-10-31,false,juguetes|cine|jardín,8323.69,2024-06-28
USR00171,Ricardo Ramírez,ricardo.ramirez192@outlook.com,1971-02-15,false,electrónica|moda|arte|tecnología,12228.24,2025-04-19
USR00172,Mauricio Salinas,mauricio.salinas507@gmail.com,1990-05-13,true,mascotas|jardín|electrónica|oficina|música,11938.21,2021-06-22
USR00173,Ricardo López,ricardo.lopez282@outlook.com,1990-05-17,false,belleza|fotografía|música,8245.89,2020-04-08
USR00174,Arturo Sánchez,arturo.sanchez275@outlook.com,1969-08-05,false,belleza|moda|electrónica|viajes,4465.63,2019-05-13
USR00175,Eduardo Ortiz,eduardo.ortiz357@hotmail.com,1974-06-01,false,electrónica|hogar,12915.73,2025-11-04
USR00176,Octavio Gutiérrez,octavio.gutierrez170@icloud.com,1980-09-26,false,viajes|oficina|moda,8952.87,2020-11-20
USR00177,Alejandro Figueroa,alejandro.figueroa300@hotmail.com,1998-08-25,false,juguetes|cocina|automóviles|hogar,13781.53,2022-02-09
USR00178,Luz Ramírez,luz.ramirez719@hotmail.com,1999-02-27,false,gaming|libros|fitness,7341.88,2025-06-23
USR00179,Octavio Reyes,octavio.reyes643@icloud.com,1998-08-20,false,cine|electrónica|deportes|belleza|oficina,10420.55,2023-02-20
USR00180,Patricia Vega,patricia.vega336@proton.me,1994-10-17,false,deportes|electrónica,12751.59,2024-12-29
USR00181,Andrea Díaz,andrea.diaz992@yahoo.com,1989-07-21,false,viajes|mascotas|cocina|fitness|fotografía,8492.13,2024-06-10
USR00182,Natalia Rojas,natalia.rojas781@proton.me,2000-03-01,false,moda|hogar,244.22,2020-10-09
USR00183,Eduardo Aguilar,eduardo.aguilar1@gmail.com,1994-05-13,false,viajes|libros|fotografía|música|cocina,3755.84,2023-03-04
USR00184,Ernesto Salinas,ernesto.salinas170@proton.me,1996-05-17,false,cine|fotografía,6438.46,2020-01-09
USR00185,Carmen Pérez,carmen.perez2@icloud.com,1975-02-23,false,mascotas|deportes|libros,139.3,2022-11-08
USR00186,Sofía Gutiérrez,sofia.gutierrez711@outlook.com,1969-01-03,true,mascotas|deportes|gaming,1548.02,2023-02-14
USR00187,Gabriela Ramírez,gabriela.ramirez392@icloud.com,1965-05-19,false,libros|deportes|automóviles,6601.49,2021-05-22
USR00188,Octavio Torres,octavio.torres942@hotmail.com,1998-10-03,true,oficina|electrónica|viajes|deportes|hogar,8843.61,2023-04-22
USR00189,Sergio Gutiérrez,sergio.gutierrez323@hotmail.com,1989-10-28,false,gaming|cocina|deportes,11684.54,2019-04-20
USR00190,Ernesto Jiménez,ernesto.jimenez211@hotmail.com,1987-03-15,false,cine|fotografía|moda,1691.15,2024-08-08
USR00191,Octavio Núñez,octavio.nuñez73@hotmail.com,1982-05-09,false,arte|fitness,5481.19,2020-12-08
USR00192,César Castro,cesar.castro978@gmail.com,1965-08-14,false,tecnología|juguetes,3236.14,2019-09-05
USR00193,Andrea Ríos,andrea.rios294@gmail.com,1978-11-26,true,jardín|cine|deportes|libros|cocina,7669.57,2021-04-12
USR00194,Valentina Herrera,valentina.herrera335@gmail.com,1975-12-20,true,juguetes|deportes|fotografía|jardín|gaming,13869.42,2020-04-20
USR00195,Patricia Campos,patricia.campos624@gmail.com,1965-07-27,false,fotografía|música,10522.49,2020-11-02
USR00196,Sandra Álvarez,sandra.alvarez536@proton.me,1970-04-19,true,música|arte|libros|cocina,5025.17,2023-10-25
USR00197,Paula Fuentes,paula.fuentes66@icloud.com,1981-02-26,true,juguetes|deportes|mascotas|electrónica,7494.15,2025-05-10
USR00198,Andrés Castillo,andres.castillo162@proton.me,1987-10-29,true,hogar|juguetes|oficina|gaming,660.57,2019-02-20
USR00199,Daniela López,daniela.lopez484@icloud.com,2001-01-10,false,cine|libros|música|moda,3367.73,2021-10-13
USR00200,Javier Mendoza,javier.mendoza278@gmail.com,1987-07-10,true,juguetes|arte,2690.17,2024-10-13
USR00201,José Romero,jose.romero71@gmail.com,1981-07-20,false,fotografía|oficina|fitness|deportes|electrónica,4373.93,2022-05-29
USR00202,Silvia Campos,silvia.campos249@hotmail.com,1965-04-15,false,arte|juguetes|mascotas|viajes|gaming,358.65,2025-01-27
USR00203,Sergio Paredes,sergio.paredes860@proton.me,1981-11-17,false,fitness|tecnología,1559.24,2024-12-10
